Unidades: MW
Informação acedida em: 19/05/2025 14:38:00
Data e Hora;GRMS - Distribuição;UAG - Unidades Autónomas de Gaseificação;Mercado Elétrico;AP - Clientes Alta Pressão;Consumo
2021-11-23 05:00:00;2868.7;308.6;4691.6;984.8;8853.8
2021-11-23 06:00:00;3245.3;338.7;5022.2;983.1;9589.2
2021-11-23 07:00:00;4126.6;410.5;4791.6;998.2;10326.8
2021-11-23 08:00:00;4406.6;436.8;4781.6;1047.1;10672.1
2021-11-23 09:00:00;4288.1;426.6;4978.6;1038.9;10732.2
2021-11-23 10:00:00;4169.1;417.0;4822.2;1037.4;10445.7
2021-11-23 11:00:00;4133.0;411.7;5120.4;1007.5;10672.6
2021-11-23 12:00:00;4083.0;410.7;5107.9;1044.8;10646.4
2021-11-23 13:00:00;4004.9;402.8;5256.1;1024.3;10688.1
2021-11-23 14:00:00;3867.8;392.0;5286.0;1026.2;10572.0
2021-11-23 15:00:00;3718.4;380.7;5167.5;1034.7;10301.2
2021-11-23 16:00:00;3701.5;379.2;5070.9;1033.5;10185.1
2021-11-23 17:00:00;3833.5;390.0;5139.5;1036.1;10399.1
2021-11-23 18:00:00;4142.7;415.6;5251.7;1046.2;10856.2
2021-11-23 19:00:00;4594.3;454.0;5362.6;1073.7;11484.6
2021-11-23 20:00:00;4590.7;452.3;5517.8;1056.0;11616.8
2021-11-23 21:00:00;4209.2;421.4;5347.6;1052.3;11030.6
2021-11-23 22:00:00;3815.4;388.6;5498.6;1036.9;10739.5
2021-11-23 23:00:00;3432.2;359.5;4437.4;1056.0;9285.0
2021-11-24 00:00:00;2932.6;321.2;4015.9;1078.1;8347.7
2021-11-24 01:00:00;2755.3;308.5;3738.0;1096.3;7898.1
2021-11-24 02:00:00;2699.2;303.0;3742.7;1083.6;7828.4
2021-11-24 03:00:00;2711.9;303.0;3802.9;1070.9;7888.6
2021-11-24 04:00:00;2720.8;303.3;4559.0;1066.5;8649.7
2021-11-24 05:00:00;2840.9;255.2;4954.3;1060.3;9110.6
2021-11-24 06:00:00;3214.7;279.1;5546.1;1052.3;10092.1
2021-11-24 07:00:00;4098.2;336.5;5542.5;1046.2;11023.4
2021-11-24 08:00:00;4386.2;355.5;5449.9;1048.1;11239.6
2021-11-24 09:00:00;4231.5;346.2;5215.3;1060.6;10853.6
2021-11-24 10:00:00;4161.9;343.2;5225.4;1083.9;10814.4
2021-11-24 11:00:00;4138.3;344.7;5142.5;1131.5;10757.0
2021-11-24 12:00:00;4093.9;342.6;4879.4;1143.8;10459.7
2021-11-24 13:00:00;4002.0;333.5;4696.4;1095.5;10127.4
2021-11-24 14:00:00;3878.2;327.1;4720.4;1122.7;10048.3
2021-11-24 15:00:00;3756.0;317.8;4859.6;1102.7;10036.1
2021-11-24 16:00:00;3743.5;316.1;5007.5;1089.2;10156.3
2021-11-24 17:00:00;3869.6;324.5;5302.9;1091.4;10588.4
2021-11-24 18:00:00;4222.3;348.2;5280.4;1100.6;10951.5
2021-11-24 19:00:00;4588.9;370.7;5487.1;1078.2;11524.9
2021-11-24 20:00:00;4642.6;373.0;5410.9;1059.7;11486.2
2021-11-24 21:00:00;4309.9;351.7;4769.9;1066.5;10498.0
2021-11-24 22:00:00;3927.6;326.1;4187.6;1057.3;9498.6
2021-11-24 23:00:00;3501.3;302.9;4280.0;1128.6;9212.7
2021-11-25 00:00:00;2960.4;268.4;3801.9;1143.2;8173.9
2021-11-25 01:00:00;2809.4;258.0;3657.2;1134.1;7858.6
2021-11-25 02:00:00;2741.8;251.7;3331.2;1106.0;7430.8
2021-11-25 03:00:00;2677.4;247.9;3340.1;1111.9;7377.3
2021-11-25 04:00:00;2677.0;246.3;3744.7;1088.9;7757.0
2021-11-25 05:00:00;2821.2;249.1;4375.2;1061.3;8506.7
2021-11-25 06:00:00;3235.7;274.2;5233.4;1039.1;9782.5
2021-11-25 07:00:00;4080.3;328.5;5384.0;1040.7;10833.5
2021-11-25 08:00:00;4423.7;351.2;5461.7;1050.3;11286.8
2021-11-25 09:00:00;4282.4;346.1;5306.1;1112.6;11047.1
2021-11-25 10:00:00;4217.1;341.8;5450.2;1111.6;11120.7
2021-11-25 11:00:00;4189.6;338.0;5253.0;1078.9;10859.4
2021-11-25 12:00:00;4224.8;342.7;5086.1;1117.0;10770.6
2021-11-25 13:00:00;4108.4;333.5;5176.0;1090.6;10708.5
2021-11-25 14:00:00;3949.6;322.6;5170.8;1079.8;10522.9
2021-11-25 15:00:00;3795.0;313.0;5126.3;1083.4;10317.6
2021-11-25 16:00:00;3785.1;312.4;5254.2;1083.9;10435.6
2021-11-25 17:00:00;3881.0;318.2;5274.8;1078.7;10552.8
2021-11-25 18:00:00;4267.8;342.1;5280.0;1064.8;10954.6
2021-11-25 19:00:00;4626.6;363.9;5344.2;1045.6;11380.4
2021-11-25 20:00:00;4706.4;368.1;5351.5;1032.1;11458.1
2021-11-25 21:00:00;4385.0;347.8;5099.6;1036.3;10868.7
2021-11-25 22:00:00;3984.2;326.3;4686.2;1101.6;10098.3
2021-11-25 23:00:00;3541.2;295.5;4683.2;1065.2;9585.1
2021-11-26 00:00:00;3036.6;261.6;4726.3;1042.0;9066.5
2021-11-26 01:00:00;2893.6;253.3;4410.8;1055.4;8613.2
2021-11-26 02:00:00;2794.5;246.9;3750.9;1054.3;7846.6
2021-11-26 03:00:00;2783.7;246.4;3800.3;1057.2;7887.5
2021-11-26 04:00:00;2791.8;247.7;4109.1;1069.2;8217.7
2021-11-26 05:00:00;2887.3;240.8;4718.1;1081.1;8927.3
2021-11-26 06:00:00;3288.3;265.2;4931.7;1081.1;9566.3
2021-11-26 07:00:00;4176.4;319.9;4980.6;1094.7;10571.6
2021-11-26 08:00:00;4496.9;339.2;4888.5;1091.2;10815.8
2021-11-26 09:00:00;4367.4;330.8;4773.5;1083.6;10555.4
2021-11-26 10:00:00;4278.4;324.9;4732.5;1075.5;10411.3
2021-11-26 11:00:00;4228.3;322.2;4326.5;1080.6;9957.5
2021-11-26 12:00:00;4195.3;321.8;4097.3;1106.5;9720.9
2021-11-26 13:00:00;4074.8;315.3;4060.2;1120.4;9570.7
2021-11-26 14:00:00;3919.5;304.4;4411.8;1095.8;9731.5
2021-11-26 15:00:00;3782.2;293.0;4386.8;1045.6;9507.6
2021-11-26 16:00:00;3769.0;291.1;5371.3;1028.0;10459.5
2021-11-26 17:00:00;3883.5;298.3;5505.3;1031.8;10718.8
2021-11-26 18:00:00;4194.5;317.3;5351.5;1033.6;10896.9
2021-11-26 19:00:00;4474.4;334.6;5460.6;1038.3;11307.9
2021-11-26 20:00:00;4472.9;334.9;5318.0;1044.9;11170.7
2021-11-26 21:00:00;4203.9;318.6;5084.0;1046.3;10652.7
2021-11-26 22:00:00;3779.7;293.7;4630.9;1060.0;9764.4
2021-11-26 23:00:00;3392.7;270.7;3322.9;1068.3;8054.6
2021-11-27 00:00:00;2813.8;236.4;1845.2;1080.8;5976.2
2021-11-27 01:00:00;2604.5;222.5;1505.5;1062.4;5395.0
2021-11-27 02:00:00;2466.8;213.7;1117.2;1054.2;4851.8
2021-11-27 03:00:00;2442.1;211.0;978.9;1033.6;4665.6
2021-11-27 04:00:00;2360.7;206.1;973.8;1034.8;4575.4
2021-11-27 05:00:00;2357.4;252.8;957.4;1031.0;4598.6
2021-11-27 06:00:00;2373.0;253.7;1116.2;1028.0;4771.0
2021-11-27 07:00:00;2613.7;278.2;1198.0;1115.2;5205.1
2021-11-27 08:00:00;2844.3;297.6;1310.7;1144.6;5597.1
2021-11-27 09:00:00;3067.9;314.9;1186.8;1152.5;5722.1
2021-11-27 10:00:00;3258.1;329.7;1100.8;1161.0;5849.6
2021-11-27 11:00:00;3295.6;331.8;1131.5;1151.7;5910.5
2021-11-27 12:00:00;3315.5;330.2;1216.5;1110.6;5972.8
2021-11-27 13:00:00;3071.5;307.3;1161.2;1046.8;5586.8
2021-11-27 14:00:00;2774.1;285.1;1124.4;1047.6;5231.2
2021-11-27 15:00:00;2577.0;270.5;1205.2;1048.3;5100.9
2021-11-27 16:00:00;2542.6;270.0;1265.7;1076.5;5154.8
2021-11-27 17:00:00;2699.0;281.7;1265.7;1076.4;5322.7
2021-11-27 18:00:00;3019.2;305.0;1216.5;1069.5;5610.3
2021-11-27 19:00:00;3244.1;322.4;1353.3;1076.9;5996.7
2021-11-27 20:00:00;3167.4;319.0;1251.3;1107.8;5845.5
2021-11-27 21:00:00;2938.1;301.2;1208.3;1099.2;5546.9
2021-11-27 22:00:00;2510.8;271.0;1186.8;1121.6;5090.2
2021-11-27 23:00:00;2251.9;255.0;920.0;1165.5;4592.4
2021-11-28 00:00:00;2075.2;240.7;602.1;1150.7;4068.8
2021-11-28 01:00:00;1971.4;232.6;618.5;1146.2;3968.7
2021-11-28 02:00:00;1881.2;225.7;522.2;1144.5;3773.7
2021-11-28 03:00:00;1831.6;222.3;532.5;1148.2;3734.6
2021-11-28 04:00:00;1861.2;224.4;587.8;1145.8;3819.1
2021-11-28 05:00:00;1902.2;199.8;537.5;1142.0;3781.5
2021-11-28 06:00:00;1992.8;206.1;629.8;1147.0;3975.7
2021-11-28 07:00:00;2133.0;215.2;624.6;1145.3;4118.2
2021-11-28 08:00:00;2377.1;229.7;630.8;1122.1;4359.7
2021-11-28 09:00:00;2605.9;243.2;675.8;1100.1;4625.1
2021-11-28 10:00:00;2747.6;251.9;671.7;1090.2;4761.4
2021-11-28 11:00:00;2885.7;261.2;653.3;1093.0;4893.2
2021-11-28 12:00:00;2951.2;265.6;694.3;1095.7;5006.7
2021-11-28 13:00:00;2821.1;256.7;1019.9;1089.6;5187.4
2021-11-28 14:00:00;2609.0;243.8;1108.0;1105.8;5066.6
2021-11-28 15:00:00;2452.0;234.4;1216.5;1120.1;5023.0
2021-11-28 16:00:00;2428.8;234.3;1413.1;1140.7;5216.9
2021-11-28 17:00:00;2589.7;244.8;1441.8;1139.2;5415.5
2021-11-28 18:00:00;2846.8;261.8;1423.4;1141.6;5673.5
2021-11-28 19:00:00;3062.6;277.5;1445.9;1165.0;5951.0
2021-11-28 20:00:00;3048.7;277.1;1427.5;1173.2;5926.4
2021-11-28 21:00:00;2808.8;261.1;1419.3;1169.4;5658.6
2021-11-28 22:00:00;2633.2;250.1;1418.6;1176.9;5478.8
2021-11-28 23:00:00;2389.7;233.8;1381.3;1171.7;5176.5
2021-11-29 00:00:00;2210.7;222.6;1383.7;1180.5;4997.4
2021-11-29 01:00:00;2118.3;216.0;1098.8;1172.0;4605.1
2021-11-29 02:00:00;2060.4;213.0;1062.9;1184.2;4520.4
2021-11-29 03:00:00;2046.1;212.1;1333.5;1185.4;4777.1
2021-11-29 04:00:00;2096.3;215.0;2250.3;1178.9;5740.5
2021-11-29 05:00:00;2277.1;225.8;3226.3;1181.4;6910.5
2021-11-29 06:00:00;2794.9;259.0;3695.3;1172.2;7921.3
2021-11-29 07:00:00;3740.4;320.0;4413.7;1161.8;9635.9
2021-11-29 08:00:00;4100.9;344.4;4196.7;1175.6;9817.6
2021-11-29 09:00:00;4014.9;336.3;4208.0;1137.2;9696.5
2021-11-29 10:00:00;3958.8;331.8;4164.8;1124.1;9579.6
2021-11-29 11:00:00;3966.6;333.5;4515.5;1143.1;9958.7
2021-11-29 12:00:00;4012.5;337.4;4346.9;1156.4;9853.2
2021-11-29 13:00:00;3939.2;332.7;3918.1;1157.3;9347.4
2021-11-29 14:00:00;3794.3;324.1;4137.0;1170.6;9426.0
2021-11-29 15:00:00;3691.4;317.0;4376.1;1164.9;9549.4
2021-11-29 16:00:00;3668.2;315.1;5456.8;1159.6;10599.7
2021-11-29 17:00:00;3805.3;324.2;5422.5;1161.5;10713.5
2021-11-29 18:00:00;4098.0;343.8;5353.5;1168.7;10964.0
2021-11-29 19:00:00;4486.6;369.7;5400.7;1176.7;11433.7
2021-11-29 20:00:00;4502.6;369.8;5358.3;1163.0;11393.8
2021-11-29 21:00:00;4178.6;348.3;5504.6;1157.2;11188.6
2021-11-29 22:00:00;3753.9;321.6;5327.5;1173.0;10576.1
2021-11-29 23:00:00;3375.4;298.0;5716.9;1189.6;10579.9
2021-11-30 00:00:00;2867.7;264.4;5621.4;1182.5;9936.0
2021-11-30 01:00:00;2691.8;253.3;5581.4;1188.5;9714.9
2021-11-30 02:00:00;2558.3;243.7;5441.7;1175.6;9419.3
2021-11-30 03:00:00;2555.4;242.3;5589.8;1156.3;9543.7
2021-11-30 04:00:00;2545.1;242.0;5477.0;1162.3;9426.4
2021-11-30 05:00:00;2640.4;286.3;5900.7;1154.5;9981.9
2021-11-30 06:00:00;3081.4;319.5;6216.2;1153.0;10770.1
2021-11-30 07:00:00;4018.1;392.2;6303.0;1180.7;11894.0
2021-11-30 08:00:00;4304.8;413.6;6156.3;1177.7;12052.4
2021-11-30 09:00:00;4209.6;409.7;6150.3;1221.0;11990.6
2021-11-30 10:00:00;4086.5;403.0;6045.8;1254.9;11790.1
2021-11-30 11:00:00;4093.5;402.3;6102.0;1239.1;11836.9
2021-11-30 12:00:00;4053.0;399.6;6178.0;1243.4;11874.0
2021-11-30 13:00:00;3940.2;390.0;6178.5;1229.6;11738.4
2021-11-30 14:00:00;3827.0;381.4;6225.4;1228.6;11662.4
2021-11-30 15:00:00;3658.3;370.7;6134.6;1255.7;11419.3
2021-11-30 16:00:00;3620.9;370.7;6183.7;1292.6;11467.8
2021-11-30 17:00:00;3760.2;379.4;6293.2;1268.4;11701.2
2021-11-30 18:00:00;4014.8;399.0;6323.1;1274.1;12011.0
2021-11-30 19:00:00;4335.9;420.1;6314.0;1233.1;12303.2
2021-11-30 20:00:00;4419.4;426.5;6284.5;1233.6;12363.9
2021-11-30 21:00:00;4138.0;406.2;6033.5;1246.0;11823.7
2021-11-30 22:00:00;3759.2;377.6;5895.5;1246.4;11278.7
2021-11-30 23:00:00;3368.6;350.4;4662.5;1275.9;9657.3
2021-12-01 00:00:00;2832.6;313.3;4309.6;1320.4;8775.9
2021-12-01 01:00:00;2670.5;301.6;4019.9;1326.6;8318.6
2021-12-01 02:00:00;2516.6;287.0;3792.8;1288.1;7884.6
2021-12-01 03:00:00;2456.9;276.0;3797.4;1201.0;7731.3
2021-12-01 04:00:00;2439.2;274.7;3784.9;1201.3;7700.0
2021-12-01 05:00:00;2434.7;241.7;4390.2;1195.1;8261.6
2021-12-01 06:00:00;2526.5;247.4;5411.4;1189.0;9374.3
2021-12-01 07:00:00;2744.0;262.2;5482.3;1194.7;9683.2
2021-12-01 08:00:00;2957.3;277.6;4930.0;1212.4;9377.3
2021-12-01 09:00:00;3164.7;287.4;4758.1;1152.6;9362.9
2021-12-01 10:00:00;3266.2;294.5;4957.3;1157.2;9675.2
2021-12-01 11:00:00;3395.2;302.7;4389.4;1151.1;9238.4
2021-12-01 12:00:00;3485.2;308.6;4390.8;1150.1;9334.7
2021-12-01 13:00:00;3358.4;299.5;4320.3;1140.1;9118.3
2021-12-01 14:00:00;3094.8;282.1;4219.4;1142.8;8739.1
2021-12-01 15:00:00;2857.7;265.2;4877.9;1125.0;9125.7
2021-12-01 16:00:00;2816.3;261.4;5100.8;1110.2;9288.7
2021-12-01 17:00:00;2992.4;272.8;5406.9;1104.2;9776.4
2021-12-01 18:00:00;3294.0;293.8;5399.0;1118.4;10105.2
2021-12-01 19:00:00;3492.9;307.6;5383.9;1127.5;10311.9
2021-12-01 20:00:00;3490.9;308.2;5526.8;1138.3;10464.2
2021-12-01 21:00:00;3254.8;293.1;4923.9;1147.3;9619.0
2021-12-01 22:00:00;2942.5;272.3;3839.7;1147.4;8201.9
2021-12-01 23:00:00;2689.6;255.1;3499.4;1141.5;7585.6
2021-12-02 00:00:00;2534.4;244.5;2736.9;1138.0;6653.8
2021-12-02 01:00:00;2398.6;236.6;2469.4;1155.4;6260.0
2021-12-02 02:00:00;2349.4;234.8;2481.5;1177.7;6243.4
2021-12-02 03:00:00;2294.3;225.1;2374.2;1086.6;5980.3
2021-12-02 04:00:00;2366.2;230.5;2368.0;1096.5;6061.2
2021-12-02 05:00:00;2458.8;215.5;2679.9;1138.6;6492.7
2021-12-02 06:00:00;3000.1;248.9;3381.0;1156.2;7786.2
2021-12-02 07:00:00;3969.6;307.4;3314.4;1162.3;8753.7
2021-12-02 08:00:00;4304.0;327.1;3282.6;1157.0;9070.7
2021-12-02 09:00:00;4220.0;321.7;3195.9;1151.3;8888.9
2021-12-02 10:00:00;4152.1;319.0;2787.3;1173.6;8432.0
2021-12-02 11:00:00;4169.5;321.0;2782.1;1189.7;8462.3
2021-12-02 12:00:00;4140.4;320.6;2562.4;1213.0;8236.4
2021-12-02 13:00:00;4025.8;314.2;2440.6;1219.5;8000.0
2021-12-02 14:00:00;3881.3;305.6;2619.4;1220.7;8026.9
2021-12-02 15:00:00;3756.0;297.9;3362.3;1217.0;8633.2
2021-12-02 16:00:00;3783.1;298.5;3993.6;1200.2;9275.4
2021-12-02 17:00:00;3944.1;309.4;4060.8;1221.7;9536.0
2021-12-02 18:00:00;4292.0;331.4;4061.8;1241.9;9927.1
2021-12-02 19:00:00;4687.6;354.8;4054.4;1235.6;10332.3
2021-12-02 20:00:00;4732.7;357.0;4092.7;1227.2;10409.5
2021-12-02 21:00:00;4419.7;338.6;4115.7;1234.0;10108.1
2021-12-02 22:00:00;3975.4;311.6;3660.3;1227.6;9175.0
2021-12-02 23:00:00;3550.4;286.8;3506.1;1238.1;8581.4
2021-12-03 00:00:00;2992.1;253.8;2983.8;1246.1;7475.8
2021-12-03 01:00:00;2787.9;242.1;2698.3;1254.1;6982.4
2021-12-03 02:00:00;2720.0;237.3;2769.5;1242.0;6968.8
2021-12-03 03:00:00;2689.1;234.3;2748.5;1222.9;6894.8
2021-12-03 04:00:00;2727.8;236.5;3213.5;1221.3;7399.2
2021-12-03 05:00:00;2848.2;242.8;3885.0;1224.2;8200.3
2021-12-03 06:00:00;3228.3;265.5;4339.7;1223.6;9057.0
2021-12-03 07:00:00;4091.3;317.1;4608.8;1226.8;10244.1
2021-12-03 08:00:00;4413.4;336.0;4785.9;1220.8;10756.2
2021-12-03 09:00:00;4257.8;327.4;4634.7;1231.9;10451.8
2021-12-03 10:00:00;4185.8;322.8;4180.2;1227.5;9916.2
2021-12-03 11:00:00;4165.3;320.9;4434.5;1215.4;10136.0
2021-12-03 12:00:00;4149.8;319.5;4161.4;1207.4;9838.0
2021-12-03 13:00:00;4069.2;314.8;4230.7;1210.3;9825.0
2021-12-03 14:00:00;3881.7;303.9;4443.5;1214.5;9843.6
2021-12-03 15:00:00;3730.5;298.7;4596.2;1279.1;9904.5
2021-12-03 16:00:00;3667.8;298.1;5509.5;1330.4;10805.7
2021-12-03 17:00:00;3803.8;302.5;5580.7;1269.7;10956.7
2021-12-03 18:00:00;4108.3;318.6;5606.0;1233.6;11266.3
2021-12-03 19:00:00;4435.7;338.4;5623.5;1239.6;11637.2
2021-12-03 20:00:00;4423.4;338.3;5577.7;1250.3;11589.7
2021-12-03 21:00:00;4129.9;320.3;5331.2;1240.8;11022.2
2021-12-03 22:00:00;3719.2;295.9;5055.6;1243.1;10313.8
2021-12-03 23:00:00;3414.8;277.6;3980.9;1239.8;8913.1
2021-12-04 00:00:00;2858.0;243.8;3435.1;1230.5;7767.4
2021-12-04 01:00:00;2617.1;224.2;2838.8;1142.9;6823.1
2021-12-04 02:00:00;2441.9;209.7;2000.6;1075.1;5727.3
2021-12-04 03:00:00;2363.8;204.9;1954.9;1071.8;5595.4
2021-12-04 04:00:00;2328.8;205.4;1988.0;1115.0;5637.2
2021-12-04 05:00:00;2277.6;247.0;2297.8;1129.6;5951.9
2021-12-04 06:00:00;2344.7;252.4;2709.6;1137.5;6444.2
2021-12-04 07:00:00;2494.2;263.0;3124.0;1133.8;7015.0
2021-12-04 08:00:00;2756.9;281.9;3198.9;1132.0;7369.7
2021-12-04 09:00:00;3011.7;299.4;3087.9;1119.0;7518.0
2021-12-04 10:00:00;3181.4;309.7;3078.6;1090.1;7659.8
2021-12-04 11:00:00;3248.6;313.8;2911.9;1080.3;7554.6
2021-12-04 12:00:00;3339.4;319.7;2781.4;1071.4;7512.0
2021-12-04 13:00:00;3119.7;304.0;2736.9;1073.4;7233.9
2021-12-04 14:00:00;2841.1;283.5;2827.1;1069.4;7021.1
2021-12-04 15:00:00;2612.8;266.5;2623.9;1063.1;6566.3
2021-12-04 16:00:00;2525.4;260.2;2578.6;1064.0;6428.3
2021-12-04 17:00:00;2680.5;271.8;2721.1;1069.5;6742.9
2021-12-04 18:00:00;3005.7;296.3;2687.2;1081.6;7070.7
2021-12-04 19:00:00;3229.2;313.2;2713.6;1090.8;7346.7
2021-12-04 20:00:00;3229.8;313.2;2715.2;1090.9;7349.2
2021-12-04 21:00:00;2986.4;295.4;2713.1;1089.0;7084.0
2021-12-04 22:00:00;2541.8;262.8;2586.0;1083.4;6474.0
2021-12-04 23:00:00;2289.3;245.2;1652.4;1093.0;5280.0
2021-12-05 00:00:00;2105.2;230.6;643.1;1076.4;4055.3
2021-12-05 01:00:00;1972.3;221.1;536.6;1077.1;3807.0
2021-12-05 02:00:00;1892.1;215.3;223.2;1077.9;3408.5
2021-12-05 03:00:00;1838.4;211.5;0.0;1079.6;3129.6
2021-12-05 04:00:00;1815.0;210.3;0.0;1085.5;3110.8
2021-12-05 05:00:00;1822.3;181.1;0.0;1081.7;3085.2
2021-12-05 06:00:00;1922.2;187.4;0.0;1083.5;3193.1
2021-12-05 07:00:00;2052.3;195.7;0.0;1086.4;3334.4
2021-12-05 08:00:00;2288.0;210.3;0.0;1085.4;3583.8
2021-12-05 09:00:00;2541.4;230.2;0.0;1150.6;3922.2
2021-12-05 10:00:00;2716.9;238.1;0.0;1101.6;4056.6
2021-12-05 11:00:00;2819.9;243.1;0.0;1079.3;4142.3
2021-12-05 12:00:00;2925.8;249.4;0.0;1074.0;4249.2
2021-12-05 13:00:00;2779.2;240.2;0.0;1072.6;4091.9
2021-12-05 14:00:00;2528.8;225.1;0.0;1081.7;3835.6
2021-12-05 15:00:00;2332.1;210.3;5.5;1040.0;3587.8
2021-12-05 16:00:00;2318.3;209.5;0.8;1041.2;3569.7
2021-12-05 17:00:00;2457.3;218.5;0.0;1047.6;3723.4
2021-12-05 18:00:00;2767.8;239.2;0.0;1067.6;4074.6
2021-12-05 19:00:00;3000.6;253.1;0.0;1058.8;4312.5
2021-12-05 20:00:00;3026.3;255.6;0.0;1073.8;4355.7
2021-12-05 21:00:00;2824.9;243.3;0.0;1077.2;4145.4
2021-12-05 22:00:00;2593.4;228.8;0.0;1076.8;3899.1
2021-12-05 23:00:00;2366.2;214.6;1.4;1076.1;3658.3
2021-12-06 00:00:00;2183.3;201.9;8.2;1054.8;3448.2
2021-12-06 01:00:00;2114.1;196.3;6.9;1033.6;3350.8
2021-12-06 02:00:00;2053.6;192.6;6.8;1036.0;3289.0
2021-12-06 03:00:00;2024.5;190.4;29.0;1028.8;3272.8
2021-12-06 04:00:00;2080.9;194.3;698.5;1035.2;4008.9
2021-12-06 05:00:00;2276.8;193.3;1666.0;1022.8;5158.8
2021-12-06 06:00:00;2791.7;222.4;2564.2;1004.9;6583.2
2021-12-06 07:00:00;3778.9;278.9;3330.8;981.8;8370.3
2021-12-06 08:00:00;4097.2;298.5;3443.8;999.0;8838.6
2021-12-06 09:00:00;4043.8;294.9;4276.1;989.9;9604.7
2021-12-06 10:00:00;3958.2;289.5;3837.9;983.4;9069.0
2021-12-06 11:00:00;3969.5;290.4;3647.2;988.1;8895.3
2021-12-06 12:00:00;3974.4;290.5;3688.2;984.5;8937.7
2021-12-06 13:00:00;3921.9;287.3;3667.4;982.9;8859.5
2021-12-06 14:00:00;3786.2;279.4;3708.4;983.6;8757.6
2021-12-06 15:00:00;3666.4;272.5;3933.2;985.2;8857.2
2021-12-06 16:00:00;3628.2;270.5;4143.8;989.2;9031.8
2021-12-06 17:00:00;3784.8;280.1;3903.6;997.3;8965.9
2021-12-06 18:00:00;4027.3;295.9;4113.9;1024.4;9461.6
2021-12-06 19:00:00;4400.7;317.8;3712.1;1023.7;9454.3
2021-12-06 20:00:00;4486.7;322.4;3915.5;1017.0;9741.6
2021-12-06 21:00:00;4189.5;304.7;3651.7;1012.7;9158.6
2021-12-06 22:00:00;3759.1;278.6;3507.0;996.5;8541.1
2021-12-06 23:00:00;3349.4;254.6;3459.4;996.8;8060.2
2021-12-07 00:00:00;2822.4;223.9;2731.6;999.5;6777.5
2021-12-07 01:00:00;2692.2;216.6;2841.6;1005.8;6756.3
2021-12-07 02:00:00;2650.6;214.5;2528.7;1011.6;6405.4
2021-12-07 03:00:00;2606.8;211.1;2451.1;996.9;6265.9
2021-12-07 04:00:00;2647.5;213.6;2582.5;998.7;6442.3
2021-12-07 05:00:00;2711.3;295.5;2953.9;979.0;6939.7
2021-12-07 06:00:00;3041.1;321.8;3367.7;977.4;7708.0
2021-12-07 07:00:00;3830.8;384.8;3121.9;975.7;8313.3
2021-12-07 08:00:00;4108.0;407.3;3312.5;978.9;8806.7
2021-12-07 09:00:00;4026.4;401.0;3183.6;981.6;8592.6
2021-12-07 10:00:00;4000.6;399.3;2988.6;986.1;8374.5
2021-12-07 11:00:00;3953.6;392.3;3027.8;946.6;8320.3
2021-12-07 12:00:00;3981.7;393.3;3071.1;930.9;8377.0
2021-12-07 13:00:00;3951.0;390.7;3186.3;928.7;8456.7
2021-12-07 14:00:00;3836.1;381.4;3072.9;928.0;8218.4
2021-12-07 15:00:00;3664.6;368.4;3036.9;936.0;8005.9
2021-12-07 16:00:00;3646.1;367.5;2994.3;943.5;7951.3
2021-12-07 17:00:00;3716.0;373.6;2714.4;950.7;7754.7
2021-12-07 18:00:00;3982.8;393.2;2713.4;928.5;8017.8
2021-12-07 19:00:00;4308.8;419.1;2712.7;925.5;8366.2
2021-12-07 20:00:00;4258.2;415.8;2708.6;934.6;8317.2
2021-12-07 21:00:00;3976.8;393.8;2692.1;941.9;8004.6
2021-12-07 22:00:00;3619.9;366.7;2225.1;960.7;7172.4
2021-12-07 23:00:00;3241.1;336.5;1585.1;961.7;6124.5
2021-12-08 00:00:00;2701.5;294.2;487.4;973.0;4456.2
2021-12-08 01:00:00;2507.2;277.4;0.0;958.1;3742.7
2021-12-08 02:00:00;2401.4;268.9;0.0;957.7;3628.0
2021-12-08 03:00:00;2322.8;263.8;0.0;972.0;3558.5
2021-12-08 04:00:00;2241.9;258.5;0.0;986.6;3487.1
2021-12-08 05:00:00;2226.0;228.9;0.0;985.1;3440.0
2021-12-08 06:00:00;2254.9;230.8;0.0;982.9;3468.5
2021-12-08 07:00:00;2429.1;242.5;0.0;973.3;3644.9
2021-12-08 08:00:00;2639.6;257.3;0.0;969.5;3866.3
2021-12-08 09:00:00;2824.8;270.3;0.0;966.4;4061.4
2021-12-08 10:00:00;2971.2;283.9;0.0;1011.4;4266.5
2021-12-08 11:00:00;3076.7;293.1;0.0;1035.2;4405.0
2021-12-08 12:00:00;3122.1;293.4;0.0;993.6;4409.0
2021-12-08 13:00:00;3025.1;284.9;0.0;971.0;4281.0
2021-12-08 14:00:00;2772.5;266.4;0.0;965.3;4004.3
2021-12-08 15:00:00;2569.7;253.1;0.0;981.5;3804.3
2021-12-08 16:00:00;2545.3;252.4;0.0;995.4;3793.2
2021-12-08 17:00:00;2699.0;264.7;0.0;1014.6;3978.3
2021-12-08 18:00:00;2997.7;287.5;1.0;1034.8;4321.0
2021-12-08 19:00:00;3265.6;306.6;6.2;1036.0;4614.5
2021-12-08 20:00:00;3240.8;304.1;1.7;1025.5;4572.0
2021-12-08 21:00:00;3026.4;291.2;0.0;1058.9;4376.5
2021-12-08 22:00:00;2803.7;274.5;0.0;1047.3;4125.5
2021-12-08 23:00:00;2524.8;254.0;0.0;1037.8;3816.5
